curated_smiles,guinea pig_intravenous_LD50
NCCc1c[nH]c2ccc(O)cc12,4.138842762749926
CCN(CC)CCOC(=O)c1ccc(N)cc1,3.6659211130777
CCN(CC)CCNC(=O)c1ccc(N)cc1,2.924521108932635
O=c1[nH]cc(F)c(=O)[nH]1,3.716263842182189
NCCc1cnc[nH]1,5.545376958307459
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,4.318734425704567
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.298359334506719
NNC(=O)c1ccncc1,2.794747797854111
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.755238118972734
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.7611919416436383
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.965602887664771
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.250230402835504
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,3.4220927812760125
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,3.55506036883447
CC(=O)OCC[N+](C)(C)C,4.278486351938404
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.924096000392343
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,5.0449488691635205
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,3.874877805338283
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.755873564280497
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.27771069606838
CN(C)C=O,1.8426983713670373
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.455895039049785
O=C1CCCN1CC#CCN1CCCC1,6.104961056054526
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.980685900985712
C#N,4.276445734964062
O=[N+]([O-])C(Cl)(Cl)Cl,4.592586475435932
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,4.3056683746931
CN(C)CCN(Cc1cccs1)c1ccccn1,4.252942758841888
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,5.137404467273381
OCCOCCOCCO,1.1512888834223578
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,3.0428197440646434
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,3.948641790415164
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.3936347345078435
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.2071568044351615
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3.0510607687910114
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.82015053695064
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,3.929245959535901
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.5559803335262004
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.721334030831869
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.031910474282372
CC(C)NCC(O)COc1cccc2ccccc12,3.9989112298057914
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,6.277656684532773
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,4.400616408584805
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.473699971667562
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,3.2592906051553565
CC(CNC1CCCCC1)OC(=O)c1ccccc1,4.138493828792937
CC1CCCCN1CCCOC(=O)c1ccccc1,4.16197492464246
CN(C)CCCNC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,3.1002837962549767
O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)NCCCNC1CCCCC1,4.336995766602156
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.408967792419041
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.807676771100348
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(OC3OC(CO)C(O)C(O)C3O)c(O)cc(O)c12,4.261627361195767
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.219363890161041
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.050525633329532
CN(C)CCC=C1c2ccccc2CSc2sccc21,4.074424789979814
Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,4.098035047626174
Cc1cccc(C)c1NC(=O)C1CCCCN1C,4.090529622555732
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.91177331073518
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.563967317849402
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,4.190839348119272
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,4.024362504353282
COc1ccc(C=NNC(=O)c2ccncc2)c(C(=O)O)c1OC,2.3043555043242825
CNC(C)C(S)c1ccccc1,3.494979392213566
CN1CCCC1c1cccnc1,4.55693471628826
C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.4115769077880875
CCOP(=O)(CCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.598744509090793
CCOP(=O)(CCCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,6.387138896117004
CCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.003297672847886
CCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.313243918379129
CCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.120275532176621
O=C(NCCCNC1CCCCC1)C(O)c1ccccc1,3.5599170934408435
CCOP(=O)(CCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.562112861045722
O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,2.6265507900752905
CCN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.252003020538458
CNCCc1ccc(OC)cc1,5.107514962818698
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])[N+](=O)[O-],3.982502795018876
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,3.2100400780910663
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,4.115831429833206
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,4.444966940529903
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,4.865896058675665
CCN(CC)CCNC(=O)c1ccncc1,2.27680340198782
O=P1(N(CCCl)CCCl)NCCCO1,2.814728583520892
CN(CCOP(=O)(O)O)C(=N)N,2.118663665935612
O=C(O)CC1(CO)CCCCC1,4.758972417027978
CN(C)CCN(Cc1cccs1)c1ccccc1,3.938529731846505
O=C(O)CCC(=O)OC1CCCCC1,2.2046278101785477
CCCCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.105070750269816
COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O,6.436042434944015
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,5.033977844191746
OCC(CO)(CCl)CCl,2.45999274624771
CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1,5.157497566325751
CC(CN1c2ccccc2S(=O)(=O)c2ccccc21)N(C)C,4.597182174283164
CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,2.833839945974656
COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C,4.626725942360292
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,4.944092619042505
CC(=O)OC(C)C(C)C(=O)OCC12C3CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(=O)O)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(CO)C6CCC54C)C1CC(C)(C)C(O3)C2O,5.081412383321869
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.554933431063331
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O,6.24187762220479
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,4.342414847157005
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,3.1036709981681603
CCC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,7.027909954964208
CN1Cc2c(N)cccc2C(c2ccccc2)C1,2.955582075019628
CC(=O)OC1C2CCC3C(C)(O)C4C5OC5C(C)(C)C4(O)C(OC(C)=O)CC13CC2(C)O,5.1642991173936
CC1(O)CC23CC(O)C4(O)C(C5OC5C4(C)C)C(C)(O)C2CCC1C3O,6.420274098674683
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,3.1287246585637423
CC(O)C(=O)OC1C2CCC3C(C)(O)C4C5OC5C(C)(C)C4(O)C(O)CC13CC2(C)O,7.342948450979886
CC1(O)CC23CC1CCC2C(C)(O)C1C2OC2C(C)(C)C1(O)C(O)C3O,6.612159624913596
C=C1C2CCC3C(OC(C)=O)C2(CC(O)C2(O)C1CC(O)C2(C)C)CC3(C)O,5.104694120607562
CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(OC(C)=O)CC13CC2(C)O,5.259651207706823
CC(=O)OC1C(O)C2(O)C(C3OC3C2(C)C)C(C)(O)C2CCC3CC12CC3(C)O,6.011260575816786
CC1(O)CC23C(O)C1CCC2(O)C(C)(O)C1C2OC2C(C)(C)C1(O)C(O)C3O,5.602567818850585
OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1,4.253653791882257
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,3.6396708008160608
CC(C(O)c1ccccc1)N(C)C,3.1816086528414917
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.564411566500619
CNC(C)C(O)c1ccccc1,3.2268785974254515
CC1(O)CC23CC1CCC2C(C)(O)C1CC(O)C(C)(C)C1(O)C(O)C3,6.345480330398316
CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,3.4297504026987826
CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,3.1815929827989926
NCCc1nnc(N)[nH]1,4.3119280906074495
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,2.75210822858926
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,3.996870741609857
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,4.220229782642482
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.268256364225977
CNCCc1nnc(N)[nH]1,3.9883990229297592
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.358098318407474
CN1C(=O)C(c2cc(Cl)c(O)c(Cl)c2)NC(=O)C2NC(=O)C(c3cc(Cl)c(O)c(Cl)c3)NC(=O)C(NC(=O)C(=O)c3cc(Cl)c(O)c(Cl)c3)Cc3c[nH]c4cc(ccc34)-c3cc2cc(c3O)Oc2ccc(cc2)CC1C(=O)NC(C(=O)O)c1ccc(O)cc1,4.822424067598276
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,4.395203596790396
CCCC(=O)OC1C2CCC3(O)C(C)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.564840575333152
CCCCC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.427184331326747
CCCCCC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.13935209680391
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3OC(=O)CCCl,6.433247293633531
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3OC(=O)C1CCCCC1,6.19046002430083
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3OC(=O)c1ccccc1,5.545988474903037
CC(C)(C)C(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.101330751937733
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3OC1OC(CO)C(O)C(O)C1O,4.9482719275919775
CC(O)C(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.742871376745769
O=C1c2ccccc2C(=O)N1CCc1ccccn1,3.401870771807764
O=C1CSC(c2ccc3c(c2)OCO3)N1CCNC1CCCCC1,4.286890397670736
CC(C)CNCCCN1C(=O)CSC1c1ccc2c(c1)OCO2,4.225899572580994
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,5.359888580602476
O=C(OCCN1CCCCC1)C(c1ccccc1)N1CCCCC1,3.4018633731261634
CC1OC(OC2CCC3(CO)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.615354020147852
CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.281979304275876
CCC1(C(C)C=C(C)C)C(=O)NC(=O)NC1=O,4.034677668774485
COc1ccc(C(=Cc2ccc(C(=N)N)cc2)c2ccc(OC)cc2)cc1,4.192689844256401
CCN(CC)CCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C,4.369891502703229
CC1(O)CC23CC(O)C4(O)C(CC(O)C4(C)C)C(C)(O)C2CCC1C3O,5.966711810089615
CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,5.501504815111517
CC(C)NC1CCc2c(ccc(O)c2CO)C1O,3.3471589757595384
CCOP(=O)(C=Cc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.347007619755391
CC(=O)NC1C(O)CC(O)(C(=O)O)OC1C(O)C(O)CO,1.7913691942625536
CC(C(=O)c1ccc(Cl)cc1Cl)N(C)C,3.3911769029673664
